Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,PR,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
11-2012,227.59,178.91,178.68,199.24,171.3,277.08,160.66,368.99,181.65,184.31,158.65,187.9,182.76,198.58,202.41,164.26,160.53,192.28,186.26,229.53,214.28,209.59,199.62,153.55,209.68,181.17,174.16,305.18,176.18,257.22,200.41,188.73,204.15,201.85,129.71,199.66,152.67,196.83,259.08,185.42,177.49,187.9,174.64,227.01,186.95,198.44,264.31,212.63,187.9,196.58,221.23,197.72,197.28,295.19
12-2012,226.6,178.18,182.3,200.97,173.43,276.88,159.58,374.28,180.35,185.92,159.59,188.3,186.8,198.14,204.37,163.96,160.16,190.03,185.78,231.33,214.24,209.24,200.11,153.3,209.52,181.65,175.2,306.94,177.31,257.45,200.53,188.7,202.56,202.78,132.27,199.79,152.15,197.6,261.68,184.98,175.03,188.3,175.25,227.72,186.45,198.79,265.73,211.71,188.3,200.67,221.4,197.13,195.42,290.96
01-2013,225.6,177.45,185.93,202.7,175.56,276.68,158.51,379.56,179.04,187.53,160.53,188.7,190.84,197.69,206.34,163.66,159.78,187.79,185.3,233.13,214.19,208.9,200.6,153.05,209.37,182.13,176.24,308.7,178.44,257.67,200.64,188.67,200.96,203.71,134.83,199.92,151.63,198.38,264.28,184.53,172.57,188.7,175.86,228.43,185.95,199.14,267.16,210.78,188.7,204.75,221.58,196.53,193.55,286.73
02-2013,224.61,176.73,189.56,204.44,177.68,276.48,157.43,384.85,177.73,189.13,161.46,189.2,194.88,197.25,208.31,163.36,159.4,185.54,184.82,234.93,214.14,208.56,201.08,152.79,209.21,182.61,177.29,310.45,179.57,257.89,200.76,188.64,199.37,204.64,137.39,200.05,151.1,199.15,266.88,184.09,170.11,189.2,176.47,229.14,185.46,199.49,268.58,209.86,189.2,208.84,221.75,195.93,191.69,282.5
03-2013,228.54,179.31,188.75,209.69,182.56,283.87,160.31,387.41,179.48,192.44,164.97,192.6,194.1,200.11,211.63,167.56,161.48,189.48,187.31,236.73,217.75,213.17,200.81,156.94,213.1,184.69,179.24,309.92,181.86,259.34,202.31,192.24,203.33,205.88,141.3,201.58,154.29,201.42,273.41,186.88,173.48,192.6,179.31,229.96,189.26,202.93,274.26,215.36,192.6,207.88,225.53,199.92,192.46,288.56
04-2013,232.48,181.9,187.94,214.94,187.43,291.27,163.18,389.98,181.22,195.75,168.47,196,193.32,202.98,214.95,171.76,163.57,193.41,189.81,238.54,221.36,217.78,200.54,161.08,217,186.77,181.2,309.39,184.16,260.79,203.86,195.84,207.29,207.11,145.22,203.11,157.48,203.69,279.93,189.68,176.85,196,182.15,230.79,193.07,206.37,279.95,220.86,196,206.93,229.31,203.92,193.24,294.63
05-2013,236.41,184.49,187.12,220.19,192.3,298.67,166.06,392.55,182.96,199.06,171.98,199.5,192.54,205.85,218.28,175.96,165.66,197.35,192.31,240.34,224.96,222.39,200.27,165.22,220.89,188.85,183.15,308.87,186.45,262.24,205.41,199.44,211.25,208.35,149.13,204.64,160.66,205.96,286.46,192.47,180.22,199.5,184.99,231.61,196.87,209.82,285.63,226.37,199.5,205.97,233.09,207.91,194.01,300.7
06-2013,235.6,185.16,187.8,221.45,195.48,299.65,166.72,405.39,184.07,200.84,173.06,200.6,195.93,206.14,220.59,176.1,166.91,197.75,193.64,239.86,225.98,221.92,202.06,166.96,223.67,190.24,181.32,309.76,186.71,266.16,205.46,200.01,211.34,209.19,152.65,205.42,161.44,205.95,288.12,192.99,182.06,200.6,186.82,234.24,196.14,209.82,287.32,225.22,200.6,208.41,236.36,208.64,195.32,302.78
07-2013,234.79,185.84,188.48,222.7,198.66,300.63,167.39,418.23,185.18,202.61,174.14,201.7,199.33,206.44,222.9,176.24,168.16,198.14,194.97,239.38,226.99,221.45,203.85,168.7,226.45,191.63,179.49,310.65,186.97,270.08,205.51,200.57,211.43,210.03,156.17,206.21,162.22,205.94,289.79,193.51,183.91,201.7,188.65,236.87,195.41,209.83,289.01,224.07,201.7,210.85,239.63,209.36,196.64,304.86
08-2013,233.98,186.52,189.15,223.95,201.84,301.61,168.06,431.07,186.28,204.39,175.22,202.7,202.72,206.73,225.21,176.38,169.41,198.54,196.3,238.9,228.01,220.98,205.64,170.43,229.23,193.01,177.65,311.55,187.24,273.99,205.56,201.13,211.52,210.86,159.69,207,163.01,205.93,291.45,194.03,185.76,202.7,190.48,239.5,194.68,209.83,290.69,222.93,202.7,213.29,242.9,210.09,197.95,306.95
09-2013,233.53,185.49,187.27,226.25,202.07,301.33,165.94,421.36,184.92,205.9,174.65,202.3,199.87,206.76,222.45,175.8,168.38,196.9,194.99,239.98,227.71,221.22,204.2,169.01,227.39,191.24,177.31,314.97,187.24,272.26,206.96,198.87,210.69,209.71,160,206.85,161.82,203.82,291.49,193.06,182.54,202.3,188.48,239.34,195.65,210.76,288.86,221.37,202.3,212.43,239.82,209.19,196.2,304.27
10-2013,233.07,184.47,185.4,228.55,202.3,301.04,163.81,411.65,183.56,207.4,174.08,201.8,197.01,206.78,219.7,175.21,167.35,195.25,193.68,241.05,227.42,221.46,202.76,167.59,225.55,189.47,176.96,318.39,187.24,270.52,208.37,196.61,209.86,208.55,160.31,206.71,160.63,201.72,291.52,192.09,179.33,201.8,186.48,239.19,196.62,211.69,287.03,219.81,201.8,211.58,236.74,208.3,194.45,301.59
11-2013,232.62,183.44,183.52,230.85,202.53,300.75,161.69,401.94,182.2,208.91,173.51,201.4,194.15,206.81,216.94,174.62,166.32,193.6,192.36,242.13,227.13,221.69,201.32,166.17,223.72,187.69,176.61,321.82,187.24,268.79,209.77,194.35,209.03,207.39,160.62,206.56,159.45,199.61,291.55,191.12,176.12,201.4,184.48,239.04,197.59,212.61,285.2,218.26,201.4,210.73,233.66,207.4,192.71,298.91
12-2013,229.83,183.55,185.18,230.65,203.69,301.84,161.82,418.45,181.36,208.86,175.79,201.5,200.71,206.3,219.49,173.34,166.04,195.49,191.34,241.5,225.4,220.09,201.03,166.3,223.09,187.98,176.91,319.58,186.37,271.8,208.18,195.98,207.76,207.37,161.83,205.51,159.17,201.68,291.12,190.01,179.75,201.5,184.1,238.98,197.21,214.07,286.88,218.27,201.5,206.37,234.54,205.63,196.67,302.71
01-2014,227.04,183.66,186.83,230.46,204.86,302.93,161.96,434.97,180.51,208.82,178.06,201.6,207.26,205.78,222.04,172.05,165.76,197.37,190.32,240.86,223.68,218.49,200.74,166.44,222.47,188.27,177.21,317.34,185.49,274.8,206.58,197.61,206.48,207.35,163.04,204.46,158.89,203.74,290.7,188.89,183.37,201.6,183.71,238.93,196.82,215.53,288.56,218.28,201.6,202.01,235.41,203.87,200.63,306.51
02-2014,224.25,183.77,188.49,230.26,206.03,304.01,162.09,451.48,179.67,208.78,180.34,201.8,213.81,205.26,224.59,170.77,165.48,199.25,189.31,240.22,221.96,216.89,200.45,166.57,221.84,188.56,177.51,315.1,184.61,277.81,204.99,199.25,205.21,207.33,164.26,203.41,158.62,205.81,290.27,187.78,186.99,201.8,183.33,238.87,196.44,216.98,290.24,218.29,201.8,197.65,236.28,202.1,204.6,310.31
03-2014,229.17,184.7,189.06,232.14,208.43,309.95,163.31,444.38,182.24,211.19,181.48,204.4,207.71,206.78,225.94,174.16,167.16,200.99,192.26,241.77,227.2,221.65,202.06,169.65,226.07,190.59,179.48,317.27,187.93,278.63,207.45,200.44,209.04,209.26,165.54,205.47,161.56,206.38,296,191.34,186.23,204.4,186.16,241.24,199.15,218.76,293.48,222.09,204.4,203.44,240.78,206.04,203.8,310
04-2014,234.09,185.63,189.64,234.01,210.83,315.89,164.52,437.28,184.82,213.61,182.63,207,201.61,208.29,227.3,177.56,168.83,202.72,195.22,243.31,232.44,226.41,203.67,172.72,230.29,192.62,181.46,319.45,191.25,279.46,209.9,201.64,212.87,211.2,166.82,207.53,164.5,206.95,301.73,194.9,185.47,207,188.99,243.62,201.86,220.54,296.72,225.89,207,209.22,245.29,209.97,203.01,309.7
05-2014,239.01,186.56,190.21,235.89,213.23,321.83,165.74,430.18,187.39,216.02,183.78,209.6,195.5,209.8,228.65,180.95,170.51,204.46,198.17,244.85,237.69,231.17,205.28,175.8,234.52,194.66,183.43,321.62,194.57,280.29,212.36,202.83,216.69,213.13,168.11,209.6,167.45,207.52,307.46,198.46,184.71,209.6,191.82,245.99,204.57,222.32,299.96,229.69,209.6,215.01,249.79,213.91,202.21,309.39
06-2014,239.66,187.79,190.87,236.69,214.65,322.4,166.15,430.88,186.37,217.35,184.34,210.4,202.02,211.07,229.97,181.73,171.28,204.91,198.39,246.24,237.96,228.68,207.8,177.68,234.58,195.77,183.04,324.67,193.96,284.33,213.89,204.47,216.19,212.99,171.17,209.69,167.73,209.02,309.11,198.3,186.03,210.4,193.49,245.48,205.01,223.65,299.12,228.36,210.4,215.06,250.96,214.09,204.38,310.43
07-2014,240.32,189.02,191.53,237.49,216.06,322.97,166.57,431.57,185.35,218.69,184.9,211.1,208.53,212.33,231.29,182.52,172.05,205.35,198.61,247.64,238.24,226.19,210.32,179.56,234.63,196.88,182.65,327.71,193.34,288.36,215.43,206.12,215.68,212.86,174.22,209.78,168.02,210.51,310.75,198.13,187.35,211.1,195.16,244.96,205.45,224.99,298.28,227.02,211.1,215.11,252.13,214.28,206.54,311.46
08-2014,240.97,190.25,192.18,238.29,217.48,323.54,166.98,432.27,184.33,220.02,185.46,211.9,215.05,213.59,232.62,183.31,172.82,205.79,198.83,249.03,238.52,223.7,212.84,181.43,234.69,198,182.26,330.76,192.73,292.39,216.97,207.76,215.18,212.72,177.28,209.88,168.3,212.01,312.4,197.97,188.67,211.9,196.83,244.45,205.89,226.33,297.44,225.69,211.9,215.16,253.29,214.46,208.71,312.49
09-2014,241.9,190.86,192.71,238.28,217.58,323.84,165.92,440.25,182.53,221.54,186.15,211.6,213.74,212.57,231.64,182.12,172.42,204.58,198.23,248.11,237.31,223.22,210.27,180.63,234.14,197.47,181.63,330.66,192.38,293.06,216.89,205.65,215.16,213.67,176.68,210.19,167.86,211.02,312.64,197.06,189.55,211.6,195.71,246.36,205.4,226.33,297.08,226.16,211.6,211.12,252.53,214.28,206.92,312.14
10-2014,242.82,191.47,193.23,238.26,217.67,324.13,164.87,448.24,180.73,223.05,186.83,211.4,212.42,211.54,230.66,180.94,172.02,203.36,197.64,247.2,236.1,222.73,207.7,179.83,233.59,196.94,180.99,330.57,192.04,293.72,216.81,203.55,215.15,214.61,176.08,210.5,167.42,210.03,312.89,196.16,190.43,211.4,194.58,248.28,204.91,226.32,296.71,226.63,211.4,207.08,251.77,214.11,205.13,311.78
11-2014,243.75,192.07,193.76,238.24,217.77,324.43,163.81,456.22,178.93,224.57,187.52,211.1,211.11,210.51,229.68,179.76,171.62,202.15,197.04,246.28,234.89,222.24,205.13,179.03,233.05,196.41,180.35,330.47,191.69,294.39,216.73,201.44,215.14,215.56,175.47,210.81,166.99,209.04,313.14,195.25,191.3,211.1,193.45,250.19,204.42,226.32,296.34,227.09,211.1,203.03,251.01,213.93,203.34,311.42
12-2014,242.27,190.33,191.86,239.98,219.13,330.49,163.47,448.78,182.96,225.33,187.85,211.5,214.03,211.04,229.99,178.57,171.67,203.31,197.73,247.67,234.94,221.3,204.61,178.17,231.01,195.45,181.87,331.51,192.9,294.52,216.35,203.44,213.96,213.47,177.83,210.32,166.32,212.07,312.28,194.52,190.22,211.5,195.14,248.83,206.01,227.75,299.51,226.26,211.5,204.41,252.54,214.06,199.65,314.67
01-2015,240.79,188.59,189.96,241.73,220.5,336.56,163.13,441.33,186.98,226.09,188.17,211.8,216.95,211.58,230.3,177.38,171.71,204.46,198.43,249.05,234.99,220.36,204.09,177.31,228.97,194.49,183.4,332.54,194.11,294.65,215.97,205.43,212.79,211.39,180.18,209.82,165.65,215.11,311.41,193.78,189.13,211.8,196.82,247.46,207.6,229.18,302.69,225.43,211.8,205.78,254.07,214.18,195.96,317.91
02-2015,239.31,186.84,188.06,243.47,221.87,342.63,162.79,433.89,191.01,226.85,188.5,212.1,219.88,212.11,230.61,176.19,171.76,205.62,199.12,250.43,235.05,219.42,203.57,176.45,226.93,193.53,184.92,333.57,195.33,294.78,215.59,207.42,211.62,209.3,182.54,209.33,164.98,218.15,310.55,193.05,188.05,212.1,198.51,246.1,209.18,230.6,305.86,224.6,212.1,207.16,255.6,214.31,192.28,321.16
03-2015,242.72,190.55,190.72,246,224.23,347.3,164.87,444,190.32,229.92,191.92,215.2,219.51,213.87,236.11,180.22,173.87,207.14,201.28,252.47,239.01,223.69,208.78,180.99,233.37,196.82,185.93,333.52,197.84,296.22,218.68,208.87,213.33,211.29,183.91,210.85,168.12,219.24,318.84,196.25,189.1,215.2,201.76,249.09,211.33,233.91,308.82,227.88,215.2,210.4,261.64,216.93,199.19,320.02
04-2015,246.12,194.26,193.39,248.53,226.59,351.96,166.96,454.11,189.63,232.99,195.34,218.3,219.15,215.63,241.62,184.26,175.99,208.67,203.45,254.51,242.97,227.96,213.99,185.53,239.81,200.11,186.93,333.46,200.35,297.66,221.78,210.33,215.04,213.29,185.28,212.36,171.26,220.34,327.14,199.46,190.15,218.3,205.01,252.08,213.47,237.22,311.79,231.17,218.3,213.63,267.68,219.54,206.11,318.88
05-2015,249.52,197.97,196.06,251.07,228.95,356.63,169.04,464.23,188.94,236.06,198.77,221.4,218.78,217.39,247.13,188.29,178.1,210.2,205.61,256.55,246.93,232.23,219.19,190.07,246.25,203.4,187.94,333.4,202.87,299.1,224.87,211.79,216.74,215.28,186.65,213.87,174.4,221.43,335.44,202.66,191.2,221.4,208.27,255.07,215.62,240.53,314.75,234.46,221.4,216.86,273.72,222.15,213.02,317.74
06-2015,249.05,198.08,197.56,253.22,230.14,359.61,169.09,473.63,190.53,237.69,199.08,222.1,220.15,218.01,247.99,188.36,178.57,211.64,205.86,257.55,247.12,231.61,217.79,190.08,246.06,204.8,188.11,336.25,204.16,300.86,225.66,214.09,218.2,218.95,190.75,215.59,174.87,221.77,337.68,202.77,192.46,222.1,207.12,255.72,215.91,241.25,316.19,233.55,222.1,219.19,274.51,222.42,210.39,320.8
07-2015,248.57,198.19,199.06,255.38,231.32,362.59,169.13,483.02,192.13,239.32,199.39,222.9,221.52,218.63,248.85,188.43,179.03,213.07,206.11,258.54,247.3,230.98,216.38,190.09,245.87,206.19,188.29,339.09,205.44,302.62,226.45,216.4,219.66,222.61,194.84,217.3,175.35,222.12,339.93,202.87,193.73,222.9,205.98,256.37,216.19,241.97,317.63,232.65,222.9,221.51,275.3,222.68,207.77,323.87
08-2015,248.1,198.29,200.56,257.53,232.5,365.57,169.18,492.42,193.73,240.95,199.7,223.6,222.89,219.25,249.71,188.5,179.5,214.51,206.36,259.54,247.49,230.36,214.98,190.1,245.68,207.59,188.47,341.94,206.73,304.38,227.24,218.71,221.12,226.28,198.94,219.02,175.83,222.46,342.18,202.97,194.99,223.6,204.83,257.03,216.48,242.68,319.07,231.74,223.6,223.83,276.09,222.95,205.14,326.94
09-2015,248.74,196.53,199.37,257.76,233.41,364.08,167.58,488.25,193.04,242.61,199.98,223.6,224.05,219.96,252.11,187.05,179.42,213.91,207.3,258.85,246.87,228.96,215.11,190.17,245.73,206.68,188.41,342.06,205.98,304.99,226.92,217.38,220.62,222.09,197.84,218.04,175.26,223.07,343.29,202.19,196.88,223.6,206.38,257.03,217.87,242.88,319.86,232.3,223.6,219.2,277.34,222.77,210.32,326.56
10-2015,249.39,194.76,198.18,257.99,234.31,362.6,165.97,484.09,192.36,244.27,200.27,223.6,225.21,220.66,254.51,185.6,179.34,213.31,208.25,258.16,246.24,227.57,215.23,190.25,245.77,205.77,188.35,342.18,205.23,305.61,226.59,216.05,220.13,217.91,196.74,217.07,174.68,223.69,344.41,201.41,198.77,223.6,207.92,257.03,219.27,243.07,320.64,232.86,223.6,214.56,278.59,222.59,215.5,326.18
11-2015,250.04,193,196.99,258.22,235.22,361.11,164.37,479.92,191.67,245.93,200.55,223.6,226.37,221.36,256.91,184.15,179.26,212.71,209.19,257.47,245.62,226.18,215.36,190.32,245.81,204.85,188.29,342.3,204.49,306.22,226.26,214.72,219.63,213.73,195.65,216.1,174.11,224.31,345.53,200.64,200.66,223.6,209.46,257.03,220.66,243.27,321.43,233.42,223.6,209.93,279.84,222.42,220.67,325.81
12-2015,248.14,194.39,198.32,260.04,236.04,364.87,164.36,468.82,191.56,248.28,200.81,224.1,227.9,220.55,254.61,183.73,179.02,212.56,208.24,259.73,245.72,227.01,215.75,190.06,245.49,206.48,190.71,343.71,205.79,306.44,225.07,213.86,218.12,214.83,197.14,215.64,174.17,222.56,346.68,200.86,198.79,224.1,211.35,258.44,220.28,244.55,323.6,233.49,224.1,208.5,281.48,223.09,213.81,324.96
01-2016,246.24,195.77,199.65,261.86,236.86,368.63,164.35,457.72,191.44,250.62,201.06,224.6,229.43,219.74,252.31,183.31,178.78,212.41,207.28,261.98,245.82,227.84,216.14,189.79,245.17,208.11,193.13,345.11,207.09,306.67,223.87,213,216.61,215.93,198.63,215.19,174.24,220.82,347.83,201.08,196.92,224.6,213.24,259.86,219.91,245.84,325.76,233.56,224.6,207.07,283.11,223.76,206.95,324.11
02-2016,244.34,197.16,200.98,263.68,237.68,372.38,164.34,446.62,191.33,252.96,201.32,225.1,230.96,218.93,250.02,182.89,178.54,212.27,206.33,264.24,245.93,228.67,216.53,189.52,244.85,209.74,195.55,346.51,208.39,306.89,222.68,212.14,215.1,217.03,200.12,214.73,174.31,219.07,348.98,201.31,195.05,225.1,215.13,261.28,219.53,247.12,327.93,233.63,225.1,205.65,284.75,224.43,200.08,323.26
03-2016,248.68,199.57,200.6,266.8,240.63,379.61,166.1,468.25,193.22,255.39,205,228.1,230.37,221.32,255.29,186.34,181.42,216.6,209.34,264.99,250.06,232.97,217.34,193.01,249.12,211.01,193.92,349.2,210.85,307.26,226.7,216.67,218.91,219.84,202.57,217.15,177.07,222.03,357.44,203.97,198.75,228.1,215.42,262.88,223.08,250.59,332.77,237.23,228.1,209.21,290.02,227.47,205.57,324.67
04-2016,253.01,201.99,200.23,269.92,243.58,386.84,167.85,489.89,195.11,257.82,208.68,231.2,229.78,223.71,260.57,189.78,184.3,220.94,212.36,265.74,254.19,237.27,218.14,196.49,253.39,212.29,192.29,351.88,213.31,307.63,230.73,221.21,222.72,222.65,205.01,219.56,179.83,224.99,365.9,206.62,202.45,231.2,215.71,264.49,226.64,254.07,337.6,240.83,231.2,212.78,295.3,230.5,211.07,326.08
05-2016,257.34,204.4,199.86,273.04,246.53,394.07,169.6,511.52,197,260.26,212.37,234.3,229.19,226.1,265.84,193.23,187.18,225.27,215.37,266.49,258.32,241.57,218.94,199.98,257.66,213.57,190.66,354.56,215.77,308,234.75,225.74,226.53,225.45,207.46,221.97,182.59,227.96,374.36,209.28,206.15,234.3,215.99,266.09,230.19,257.54,342.43,244.43,234.3,216.34,300.58,233.54,216.56,327.49
06-2016,255.85,205.04,201.95,273.13,247.74,396.62,169.58,503.24,196.19,262.88,213.24,235.4,228.43,228.57,268.17,194.07,188.65,225.1,216.67,266.12,259.21,239.71,221.21,201.63,259.34,215.48,193.02,355.92,216.9,309.65,236.28,225.59,227.04,226.06,209.31,223.09,183.76,228.86,375.14,210.07,206.07,235.4,217.26,268.62,230.77,259.21,345.61,244.15,235.4,218.77,302.27,234.33,214.85,328.65
07-2016,254.35,205.69,204.04,273.23,248.95,399.18,169.56,494.96,195.37,265.51,214.11,236.6,227.67,231.04,270.5,194.91,190.11,224.93,217.96,265.75,260.1,237.85,223.48,203.28,261.02,217.38,195.38,357.27,218.04,311.3,237.81,225.45,227.56,226.67,211.17,224.22,184.92,229.77,375.91,210.86,205.99,236.6,218.53,271.15,231.35,260.88,348.78,243.88,236.6,221.19,303.96,235.12,213.14,329.82
08-2016,252.86,206.33,206.13,273.33,250.16,401.73,169.55,486.68,194.55,268.13,214.99,237.7,226.91,233.51,272.83,195.75,191.57,224.76,219.25,265.38,261,235.99,225.75,204.93,262.7,219.29,197.74,358.62,219.17,312.95,239.35,225.31,228.07,227.29,213.02,225.34,186.09,230.67,376.69,211.65,205.91,237.7,219.79,273.68,231.94,262.56,351.95,243.6,237.7,223.62,305.65,235.91,211.43,330.98
09-2016,251.16,205.98,204.82,275.29,250.44,401.01,168.58,490.26,193.99,269.28,214.76,237.7,230.71,232.32,273.03,195.47,190.72,225.67,217.96,267.53,261,237.24,228.11,203.76,261.41,219.07,197.36,364.17,219.4,311.75,237.44,223.88,227.56,226.92,213.68,225.65,185.4,228.66,379.45,210.66,207.62,237.7,221.53,272.73,233.16,262.32,350.08,243.29,237.7,220.38,306.15,235.66,212.63,327.71
10-2016,249.46,205.62,203.52,277.26,250.71,400.29,167.61,493.83,193.43,270.44,214.52,237.6,234.51,231.13,273.23,195.19,189.87,226.59,216.67,269.69,261.01,238.49,230.48,202.58,260.13,218.86,196.98,369.71,219.64,310.55,235.53,222.46,227.05,226.56,214.33,225.95,184.7,226.65,382.22,209.68,209.34,237.6,223.26,271.78,234.39,262.08,348.21,242.99,237.6,217.15,306.65,235.41,213.82,324.44
11-2016,247.75,205.26,202.21,279.23,250.98,399.58,166.64,497.41,192.87,271.59,214.29,237.5,238.3,229.95,273.43,194.91,189.02,227.5,215.38,271.85,261.01,239.73,232.85,201.4,258.84,218.65,196.6,375.26,219.87,309.35,233.63,221.04,226.53,226.19,214.99,226.26,184.01,224.63,384.98,208.69,211.05,237.5,224.99,270.83,235.61,261.85,346.35,242.68,237.5,213.92,307.15,235.16,215.01,321.17
12-2016,247.87,205.77,204.42,280.03,252.51,404.6,166.08,505.54,192.33,273.1,214.63,238,235.85,229.67,274.98,194.57,188.32,226.32,217.27,270.62,261.67,239.05,230.33,202.8,259.41,218.1,196.66,369.17,220.49,308.09,236.08,225.89,224.81,227.38,215.98,226.03,183.41,226.12,383.9,209,210.34,238,223.69,272.58,236.41,263.03,350.37,242.77,238,217.11,310,235.96,210.77,324.09
01-2017,247.99,206.28,206.62,280.82,254.04,409.62,165.53,513.67,191.79,274.62,214.97,238.6,233.4,229.4,276.53,194.24,187.63,225.13,219.15,269.39,262.34,238.36,227.8,204.19,259.99,217.55,196.72,363.09,221.11,306.83,238.54,230.75,223.1,228.57,216.97,225.8,182.8,227.61,382.81,209.31,209.63,238.6,222.38,274.33,237.21,264.22,354.4,242.85,238.6,220.29,312.85,236.75,206.52,327.01
02-2017,248.1,206.79,208.83,281.61,255.58,414.65,164.97,521.79,191.25,276.13,215.31,239.1,230.95,229.13,278.09,193.9,186.93,223.95,221.04,268.15,263,237.67,225.27,205.58,260.57,217,196.78,357,221.73,305.57,240.99,235.6,221.38,229.76,217.97,225.58,182.2,229.11,381.73,209.62,208.92,239.1,221.08,276.09,238,265.4,358.42,242.94,239.1,223.48,315.7,237.54,202.27,329.93
03-2017,250.67,208.4,209.74,283.27,257.93,418.09,166.82,526.88,192.3,277.85,217.07,241.1,232.19,231.27,280.85,196.18,188.85,226.31,222.6,270.12,265.46,240.22,227.15,207.91,263.58,218.94,198.21,360.28,223.34,307.78,242.91,237.24,223.56,231.36,219.99,227.37,184.48,230.97,385.8,211.52,210.82,241.1,222.87,277.79,239.81,267.21,360.7,245.19,241.1,224.96,317.93,239.74,204.53,332.61
04-2017,253.23,210.01,210.65,284.93,260.29,421.53,168.67,531.97,193.36,279.57,218.83,243.2,233.44,233.41,283.61,198.45,190.76,228.68,224.16,272.08,267.91,242.77,229.02,210.24,266.6,220.88,199.64,363.55,224.96,309.99,244.82,238.87,225.75,232.96,222.01,229.16,186.75,232.84,389.88,213.43,212.71,243.2,224.66,279.49,241.62,269.01,362.99,247.44,243.2,226.43,320.16,241.94,206.78,335.29
05-2017,255.79,211.62,211.56,286.59,262.64,424.97,170.52,537.05,194.41,281.28,220.58,245.2,234.68,235.55,286.37,200.73,192.68,231.04,225.72,274.05,270.36,245.32,230.89,212.57,269.62,222.82,201.07,366.83,226.57,312.2,246.74,240.5,227.93,234.55,224.03,230.96,189.03,234.7,393.95,215.33,214.61,245.2,226.45,281.19,243.44,270.82,365.27,249.69,245.2,227.91,322.38,244.14,209.03,337.98
06-2017,258,213.07,212.65,288.12,264.88,428.64,172.02,542.58,195.23,282.97,222.14,247.1,235.38,237.34,288.96,202.62,194.21,232.89,227.32,275.55,272.55,247.4,232.13,214.76,272.28,224.39,202.3,368.74,228.04,313.9,248.73,242.6,229.55,236.09,225.9,232.46,190.89,236.51,397.27,217,216.12,247.1,227.79,282.89,245.1,272.53,367.8,251.62,247.1,229.63,324.7,246.13,210.34,340.69
